,Company Name,Ratings,Description,Comparison,Reviews,Salary,Interviews,Jobs,Benefits
360,Patanjali Ayurved,3.9,FMCG | Haridwar +300 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,2.4k Reviews,5.7k Salaries,133 Interviews,-- Jobs,248 Benefits
361,Statestreet HCL Services,3.4,BPO | Chennai +18 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",2.4k Reviews,13.8k Salaries,219 Interviews,-- Jobs,201 Benefits
362,IntouchCX,2.7,BPO | Hyderabad / Secunderabad +22 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",2.4k Reviews,9.8k Salaries,227 Interviews,221 Jobs,145 Benefits
363,Paras Hospital,4.1,Healthcare | Patna +62 other locations,"Highly Rated For Skill Development / Learning, Work Life Balance, Salary & Benefits",2.4k Reviews,3.1k Salaries,98 Interviews,43 Jobs,126 Benefits
364,Foxconn,3.9,Electronics Manufacturing | Chennai +59 other locations,Highly Rated For Job Security  Critically Rated For Promotions / Appraisal,2.4k Reviews,10k Salaries,219 Interviews,14 Jobs,170 Benefits
365,McDonald's,3.9,Hospitality | New Delhi +147 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Job Security  Critically Rated For Salary & Benefits",2.4k Reviews,5k Salaries,147 Interviews,-- Jobs,410 Benefits
366,Laurus Labs,4.3,Pharma | Visakhapatnam +33 other locations,"Highly Rated For Job Security, Salary & Benefits, Company Culture",2.4k Reviews,7.2k Salaries,149 Interviews,10 Jobs,207 Benefits
367,Physicswallah,3.6,EdTech | Noida +121 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",2.4k Reviews,7.8k Salaries,259 Interviews,80 Jobs,20 Benefits
368,ICICI Securities,3.9,Financial Services | Mumbai +148 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture",2.4k Reviews,9.7k Salaries,187 Interviews,3 Jobs,184 Benefits
369,Mahindra Holidays & Resorts,3.5,Hospitality | Mumbai +112 other locations,"Critically Rated For Promotions / Appraisal, Work Life Balance, Work Satisfaction",2.4k Reviews,5.9k Salaries,122 Interviews,64 Jobs,202 Benefits
370,Photon Interactive,4.1,IT Services & Consulting | Chennai +18 other locations,"Highly Rated For Skill Development / Learning, Salary & Benefits, Company Culture",2.4k Reviews,7.3k Salaries,129 Interviews,868 Jobs,123 Benefits
371,Emcure Pharmaceuticals,3.7,Pharma | Pune +113 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",2.4k Reviews,8.3k Salaries,121 Interviews,34 Jobs,233 Benefits
372,Biocon Limited,4.0,Biotechnology | Bangalore / Bengaluru +66 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",2.4k Reviews,11.7k Salaries,180 Interviews,20 Jobs,2 Benefits
373,Canara HSBC Life Insurance,3.6,Insurance | Gurgaon / Gurugram +312 other locations,"Critically Rated For Company Culture, Work Satisfaction, Job Security",2.4k Reviews,6.4k Salaries,129 Interviews,4 Jobs,168 Benefits
374,Mahindra Rural Housing Finance,4.0,NBFC | Mumbai +460 other locations,"Highly Rated For Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",2.4k Reviews,4.6k Salaries,102 Interviews,2 Jobs,180 Benefits
375,Planet Spark,3.9,EdTech | Gurgaon / Gurugram +62 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Life Balance",2.4k Reviews,3.4k Salaries,576 Interviews,65 Jobs,191 Benefits
376,Datamatics Global Services,3.3,IT Services & Consulting | Mumbai +36 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.4k Reviews,11.7k Salaries,180 Interviews,58 Jobs,183 Benefits
377,Intellect Design Arena,3.6,Software Product | Chennai +40 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Company Culture, Work Life Balance",2.4k Reviews,13.4k Salaries,180 Interviews,31 Jobs,118 Benefits
378,Aditya Birla Capital,3.8,NBFC | Mumbai +285 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,2.4k Reviews,9.7k Salaries,197 Interviews,-- Jobs,164 Benefits
379,Axis Direct,3.6,Financial Services | Mumbai +269 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2.4k Reviews,4.7k Salaries,86 Interviews,40 Jobs,226 Benefits
380,Taj Hotels Resorts and Palaces,4.2,Hospitality | Mumbai +109 other locations,"Highly Rated For Job Security, Company Culture, Skill Development / Learning",2.4k Reviews,4.8k Salaries,151 Interviews,181 Jobs,178 Benefits
381,Hero FinCorp,3.9,NBFC | New Delhi +390 other locations,"Highly Rated For Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",2.4k Reviews,5.6k Salaries,113 Interviews,30 Jobs,129 Benefits
382,3i Infotech,3.4,IT Services & Consulting | Mumbai +127 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.3k Reviews,10.6k Salaries,161 Interviews,21 Jobs,149 Benefits
383,Capgemini Engineering,3.4,IT Services & Consulting | Bangalore / Bengaluru +27 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.3k Reviews,14.6k Salaries,394 Interviews,1 Jobs,139 Benefits
384,Cadila Pharmaceuticals,3.3,Pharma | Ahmedabad +134 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Company Culture",2.3k Reviews,7.8k Salaries,153 Interviews,217 Jobs,167 Benefits
385,Info Edge,4.0,Internet | Noida +69 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",2.3k Reviews,10.9k Salaries,373 Interviews,306 Jobs,299 Benefits
386,Cholamandalam MS General Insurance,3.7,Insurance | Chennai +385 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction",2.3k Reviews,5.9k Salaries,114 Interviews,-- Jobs,166 Benefits
387,KocharTech,3.7,IT Services & Consulting | Kolkata +26 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",2.3k Reviews,3.7k Salaries,79 Interviews,55 Jobs,582 Benefits
388,Syngene International,3.9,Clinical Research | Bangalore / Bengaluru +21 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",2.3k Reviews,12.5k Salaries,186 Interviews,3 Jobs,217 Benefits
389,Aditya Birla Group,4.1,Metals & Mining | Mumbai +263 other locations,"Highly Rated For Job Security, Work Life Balance, Skill Development / Learning",2.3k Reviews,9.9k Salaries,233 Interviews,3 Jobs,248 Benefits
390,Adani Group,3.8,Power | Ahmedabad +186 other locations,Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal,2.3k Reviews,10.7k Salaries,273 Interviews,1.9k Jobs,101 Benefits
391,Delhi Public School,3.8,Education & Training | New Delhi +272 other locations,Highly Rated For Skill Development / Learning,2.3k Reviews,5.3k Salaries,151 Interviews,171 Jobs,258 Benefits
392,Cybage,3.8,IT Services & Consulting | Pune +15 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2.3k Reviews,17.3k Salaries,212 Interviews,44 Jobs,268 Benefits
393,Bureau Veritas,3.8,Other | Mumbai +143 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",2.3k Reviews,8.1k Salaries,140 Interviews,18 Jobs,176 Benefits
394,Xoriant,4.1,IT Services & Consulting | Pune +23 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction",2.3k Reviews,11.6k Salaries,231 Interviews,23 Jobs,413 Benefits
395,Lifestyle,4.3,Retail | Bangalore / Bengaluru +129 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance",2.3k Reviews,6.6k Salaries,80 Interviews,17 Jobs,278 Benefits
396,Akums Drugs & Pharmaceuticals Limited,4.2,Pharma | Haridwar +37 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",2.3k Reviews,6.2k Salaries,325 Interviews,18 Jobs,147 Benefits
397,Aavas Financiers,3.9,NBFC | Jaipur +290 other locations,Highly Rated For Skill Development / Learning,2.3k Reviews,5.7k Salaries,113 Interviews,58 Jobs,138 Benefits
398,Eureka Forbes,3.6,Consumer Electronics & Appliances | Mumbai +184 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",2.3k Reviews,5.4k Salaries,89 Interviews,1 Jobs,227 Benefits
399,GVK Emergency Management and Research Institute,3.6,Non-Profit | Lucknow +212 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Salary & Benefits",2.3k Reviews,4.5k Salaries,113 Interviews,28 Jobs,176 Benefits
400,Straive,3.3,IT Services & Consulting | Chennai +31 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.3k Reviews,10k Salaries,219 Interviews,86 Jobs,122 Benefits
401,RMSI,3.6,IT Services & Consulting | Hyderabad / Secunderabad +24 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.3k Reviews,8.4k Salaries,187 Interviews,10 Jobs,184 Benefits
402,Sopra Steria,3.9,IT Services & Consulting | Noida +20 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",2.3k Reviews,13.8k Salaries,181 Interviews,116 Jobs,240 Benefits
403,Kia India,3.9,Automobile | Anantapur +184 other locations,"Highly Rated For Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal",2.3k Reviews,8k Salaries,171 Interviews,90 Jobs,165 Benefits
404,Sobha,3.8,Real Estate | Bangalore / Bengaluru +37 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Work Life Balance, Salary & Benefits",2.3k Reviews,8.3k Salaries,160 Interviews,57 Jobs,220 Benefits
405,CorroHealth infotech,3.7,Analytics & KPO | Hyderabad / Secunderabad +31 other locations,Highly Rated For Salary & Benefits,2.2k Reviews,7.1k Salaries,247 Interviews,99 Jobs,9 Benefits
406,Unacademy,2.9,EdTech | Bangalore / Bengaluru +72 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Company Culture",2.2k Reviews,10.4k Salaries,230 Interviews,31 Jobs,153 Benefits
407,Radisson Hotels,4.0,Hospitality | New Delhi +125 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",2.2k Reviews,5.2k Salaries,97 Interviews,296 Jobs,312 Benefits
408,Apollo Pharmacy,3.7,Pharma | Hyderabad / Secunderabad +279 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.2k Reviews,7k Salaries,172 Interviews,1k Jobs,128 Benefits
409,Myntra,3.9,Internet | Bangalore / Bengaluru +104 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",2.2k Reviews,10.2k Salaries,262 Interviews,61 Jobs,305 Benefits
410,TaskUs,3.1,BPO | Indore +35 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Skill Development / Learning",2.2k Reviews,9.1k Salaries,215 Interviews,140 Jobs,116 Benefits
411,Lava International,3.9,Consumer Electronics & Appliances | Noida +222 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",2.2k Reviews,4.3k Salaries,80 Interviews,1 Jobs,302 Benefits
412,Panasonic Life Solutions India,3.9,Consumer Electronics & Appliances | Haridwar +168 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",2.2k Reviews,6.4k Salaries,94 Interviews,10 Jobs,105 Benefits
413,TCE,3.8,Engineering & Construction | Mumbai +131 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal",2.2k Reviews,9.2k Salaries,289 Interviews,35 Jobs,165 Benefits
414,Team Computers,3.7,IT Services & Consulting | New Delhi +101 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",2.2k Reviews,8.4k Salaries,196 Interviews,151 Jobs,115 Benefits
415,Endurance Technologies,3.9,Auto Components | Aurangabad +47 other locations,"Highly Rated For Skill Development / Learning, Job Security  Critically Rated For Promotions / Appraisal",2.2k Reviews,7.7k Salaries,130 Interviews,12 Jobs,230 Benefits
416,Lodha,4.1,Real Estate | Mumbai +30 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",2.2k Reviews,8.6k Salaries,165 Interviews,204 Jobs,173 Benefits
417,SBI Securities,3.6,Financial Services | Mumbai +315 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",2.2k Reviews,6.7k Salaries,177 Interviews,28 Jobs,104 Benefits
418,Whirlpool,4.0,Consumer Electronics & Appliances | Pune +174 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction  Critically Rated For Promotions / Appraisal",2.2k Reviews,7.9k Salaries,116 Interviews,19 Jobs,201 Benefits
419,Star Union Dai-ichi Life Insurance,3.8,Insurance | Mumbai +315 other locations,NaN,2.2k Reviews,5.2k Salaries,128 Interviews,27 Jobs,95 Benefits
420,Indian Railways,4.2,Railways | Kolkata +247 other locations,"Highly Rated For Job Security, Work Life Balance, Skill Development / Learning",2.2k Reviews,3.4k Salaries,113 Interviews,-- Jobs,158 Benefits
421,GlaxoSmithKline Pharmaceuticals,4.0,Pharma | Bangalore / Bengaluru +216 other locations,"Highly Rated For Company Culture, Work Life Balance, Salary & Benefits  Critically Rated For Promotions / Appraisal",2.2k Reviews,5.6k Salaries,124 Interviews,34 Jobs,112 Benefits
422,Adani Wilmar,4.0,FMCG | Ahmedabad +198 other locations,"Highly Rated For Job Security, Work Life Balance, Skill Development / Learning",2.2k Reviews,6.7k Salaries,130 Interviews,95 Jobs,171 Benefits
423,Nokia Networks,4.1,Hardware & Networking | Chennai +87 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction  Critically Rated For Promotions / Appraisal",2.2k Reviews,10.5k Salaries,126 Interviews,-- Jobs,10 Benefits
424,Cisco,4.1,Hardware & Networking | Bangalore / Bengaluru +46 other locations,"Highly Rated For Work Life Balance, Company Culture, Skill Development / Learning  Critically Rated For Promotions / Appraisal",2.2k Reviews,18.7k Salaries,401 Interviews,115 Jobs,223 Benefits
425,Renault Nissan Technology & Business Centre India,3.8,IT Services & Consulting | Chennai +18 other locations,"Highly Rated For Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",2.2k Reviews,14.5k Salaries,151 Interviews,42 Jobs,210 Benefits
426,Bharti AXA Life Insurance,3.6,Insurance | Mumbai +242 other locations,"Critically Rated For Job Security, Work Satisfaction, Promotions / Appraisal",2.2k Reviews,5.1k Salaries,143 Interviews,119 Jobs,170 Benefits
427,SBI General Insurance,3.5,Insurance | Mumbai +284 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2.1k Reviews,6.5k Salaries,125 Interviews,48 Jobs,132 Benefits
428,Shahi Exports,3.9,Fashion & Textile | Bangalore / Bengaluru +71 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",2.1k Reviews,6.7k Salaries,123 Interviews,43 Jobs,228 Benefits
429,Huawei Technologies,4.0,Telecom | Bangalore / Bengaluru +105 other locations,"Highly Rated For Salary & Benefits, Skill Development / Learning  Critically Rated For Job Security",2.1k Reviews,8.1k Salaries,117 Interviews,-- Jobs,288 Benefits
430,Meesho,3.7,Internet | Bangalore / Bengaluru +132 other locations,"Highly Rated For Salary & Benefits  Critically Rated For Job Security, Promotions / Appraisal",2.1k Reviews,9.2k Salaries,416 Interviews,98 Jobs,296 Benefits
431,Coromandel International,4.1,Agro Chemicals | Visakhapatnam +180 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",2.1k Reviews,7.5k Salaries,122 Interviews,22 Jobs,217 Benefits
